72.4615,4.51886
10.8426,2.20356
1.29752,1.73982
2.9662,0.918796
0.617561,0.259687
2.48767,6.5541
1.21643,0.460258
1.45962,9.71132
2.22767,4.03423
1.23966,2.60399
3.8707,3.81381
0.719627,0.0438682
2.49132,2.78262
5.09903,0.337173
2.44257,0.209757
6.8218,0.839209
6.94984,0.603215
4.65819,4.00118
5.5131,1.64281
3.7526,0.777586
2.05697,1.9466
0.622977,0.310731
1.66873,0.399928
0.734167,3.60037
3.04792,3.05072
11.6922,1.07726
0.237365,1.19385
1.20108,1.97867
3.78601,1.69807
3.00476,1.11893
0.856,0.131339
1.71893,0.807858
0.578211,0.624584
4.0278,1.47393
1.312,0.30221
2.62916,0.851474
0.751603,0.966271
0.928293,1.34931
0.348708,1.07363
0.751381,3.45309
3.63111,2.00084
0.231316,1.43141
2.16345,3.09367
0.433907,3.99756
0.887191,3.3331
2.36273,1.1044
7.41525,1.29585
3.19361,2.33821
5.0165,0.0225893
11.7063,4.34202
3.32695,1.45642
4.00884,1.51239
2.04842,0.997305
1.30805,1.38021
1.01211,0.566968
1.49192,1.70629
3.18451,1.77648
8.76943,2.6198
1.17034,0.1717
1.61368,0.475329
0.241888,0.415483
7.27147,2.26736
5.41287,4.04213
2.4771,0.901289
1.87337,1.03445
6.73622,0.565761
1.65965,0.262185
3.22382,2.64122
3.24716,0.804586
9.97914,0.739013
3.52438,1.24146
5.81798,2.11049
1.9426,0.701639
1.06671,0.609561
0.30143,1.42493
2.5455,0.236226
1.78268,2.20393
2.54776,0.109658
1.06248,2.08436
1.17607,0.739076
4.29467,0.651922
5.10577,3.32173
0.994748,1.54089
2.18723,0.596113
1.37917,3.14839
4.20577,3.11541
0.03839,0.190283
3.30468,3.47548
0.332053,0.597992
0.719266,0.345726
3.04591,0.806995
1.50118,1.70707
1.70694,2.11371
4.71359,0.549673
1.61453,1.09557
1.15108,1.50686
7.43974,2.84527
3.48023,1.38207
2.17423,6.38942
2.6466,0.0417848
2.32408,0.563174
4.84788,2.17453
0.882981,2.12572
1.88543,0.779704
1.13845,2.47197
2.7465,0.271174
1.60788,0.980382
2.30778,3.92923
0.669598,1.11066
1.43269,3.78591
3.01739,0.352833
3.58833,0.48117
2.87517,5.1812
2.61342,3.75039
1.0971,1.4722
1.09133,2.30653
0.677803,0.781358
2.80127,3.88219
2.11239,0.368211
3.37275,0.505758
5.32577,1.27604
6.78247,0.783714
1.31115,1.83104
3.33802,0.0613077
4.53139,2.1754
2.99308,1.09076
0.0503407,2.74024
2.91785,3.00635
1.02064,0.598534
4.59595,0.0283275
1.38582,1.12771
0.0601788,0.605071
4.74176,1.29475
0.865159,4.97367
1.23265,3.5658
5.11293,1.3944
5.85042,1.39736
3.96548,2.84703
6.09084,1.17182
2.44278,1.48551
3.97372,0.181095
3.81941,1.02362
1.53584,1.54928
0.337639,1.74796
4.24831,5.88425
0.598143,0.491379
0.357324,1.11133
2.21646,0.160487
3.44485,2.07087
0.290132,0.113122
5.37196,4.42023
1.24861,0.445048
7.58774,0.94252
0.948546,3.99044
2.00446,3.90143
1.41981,2.85063
1.83347,3.02143
1.35233,0.987034
3.05573,1.97283
1.66749,5.17192
2.97374,2.37519
3.87261,0.790971
2.85623,0.385848
0.346536,2.87926
4.39632,4.88123
2.15461,1.91874
2.28969,0.836749
4.97453,2.04633
7.57232,0.478967
1.71369,0.392067
0.711006,1.66402
1.76894,0.264512
3.93326,3.32631
1.25424,1.86788
5.19731,13.195
1.66723,0.73249
2.54201,1.0866
1.96168,1.39441
6.01339,0.0396798
2.17947,1.48862
0.785479,6.90623
3.95435,2.59663
1.3447,0.667126
0.838816,1.77535
2.12603,3.74106
3.62956,5.04655
0.362538,2.88131
1.93286,0.171868
1.16174,0.674678
6.37408,0.512146
0.30679,0.503024
10.8891,1.81502
3.76884,4.56392
0.898876,1.66556
1.27821,5.28654
0.870645,0.877794
2.01807,1.31272
1.70559,0.00635309
4.99813,0.673692
2.33957,2.72951
2.76041,1.28927
1.77336,2.61013
7.31023,0.200625
8.92513,0.513194
0.173439,0.788036
1.17247,0.218739
2.4561,1.5412
2.22964,0.23929
1.07718,3.81589
0.541376,2.03308
8.91363,0.449544
2.26457,0.979299
0.857513,1.18729
3.26887,0.0698769
4.46302,0.061181
1.79222,4.62479
5.52,1.02866
1.379,0.342925
2.2323,2.20045
6.0823,0.114687
1.8064,4.01022
6.39734,3.56402
4.44066,1.66459
2.31771,0.59471
1.65382,0.304315
4.7584,6.28481
1.6132,1.10487
4.90327,3.45253
3.34724,1.10502
0.511029,1.39785
0.0658753,1.54326
0.502216,0.804741
0.377526,1.59582
7.69862,0.265477
6.37768,1.93727
0.539793,8.34504
2.35854,0.31648
0.241976,4.66306
1.74969,1.25974
0.820119,2.68006
2.8215,0.669637
8.46418,2.64141
0.244193,1.0408
6.70345,2.48767
3.68656,1.04895
2.43071,1.51017
5.98542,3.8128
1.69524,7.11367
2.44477,0.842525
4.48584,
